代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％,展望
8M06,柏瑞新興亞太策略債券基金-人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,4.12,0.14,0.54,-0.31,-0.02,0.48億(),2015/2/3,-0.76,1.02,-0.59,1.02,3.67,5.54,5.2,6.95,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8M07,柏瑞亞洲亮點股票基金-人民幣,積極型,人民幣,亞洲,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,9.83,-0.43,0.03,-0.07,-0.01,0.04億(),2016/8/11,-4.21,-6.92,-14.16,-6.92,-12.95,-11.33,-14.16,35.94,投組不侷限單一產業，除資訊科技外，工業及通訊服務亦有布局，並以中小型股為主，現階段無明顯利多，有閒置資金時布局即可。
8M08,柏瑞特別股息收益基金-B人民幣月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,4.49,-0.14,0.42,-0.29,-0.02,12.96億(),2017/1/23,-2.29,-1.31,-2.84,-1.31,-0.51,6.03,2.35,28.64,此類型標的介於股債之間，收益率通常高於傳統債券；股利率也較普通股穩定且較易預期，長期表現相對穩健。
8M09,柏瑞特別股息收益基金-A人民幣累積(本基金並無保證收益及配息),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,4.24,-0.11,0.4,0.23,0.03,1.97億(),2017/1/23,-1.74,-0.77,-2.92,-0.77,-0.54,6.58,1.97,28.32,此類型標的介於股債之間，收益率通常高於傳統債券；股利率也較普通股穩定且較易預期，長期表現相對穩健。
8M10,柏瑞多重資產特別收益基金-A人民幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,2.87,0.06,0.75,0.15,0.02,0.17億(),2018/1/31,-1.19,0.21,-0.5,0.21,1.8,8.36,3.61,23.86,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M11,柏瑞多重資產特別收益基金-B人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,3.22,0,0.85,-0.45,-0.03,1.60億(),2018/1/31,-1.78,-0.39,-0.52,-0.39,1.79,7.72,3.9,24.03,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M12,柏瑞新興動態多重資產基金-A人民幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,新興市場,國內,多重資產型,多重資產型,國內-多重資產型,無,7.57,0.09,0.63,0.8,0.07,0.20億(),2019/10/31,-0.81,3.31,-2.76,3.31,3.34,6.46,-2.27,13.8,股票部位較能提供資本利得，債券部位則可提供合理收益水準，而新興市場債券之殖利率相較成熟市場又會來的相對高些，透過股債配置方式可降低投組波動，並有效分散投資風險。
8M13,柏瑞新興動態多重資產基金-B人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,新興市場,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.64,0.07,0.63,0.38,0.02,0.23億(),2019/10/31,-1.22,2.88,-2.76,2.88,3.34,6.01,-1.95,14.03,股票部位較能提供資本利得，債券部位則可提供合理收益水準，而新興市場債券之殖利率相較成熟市場又會來的相對高些，透過股債配置方式可降低投組波動，並有效分散投資風險。
8M14,柏瑞ESG量化債券基金-A人民幣累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,人民幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,4.94,0.11,0.72,0.38,0.04,1.66億(),2020/1/30,-0.39,1.73,-0.56,1.73,3.09,3.97,-4.45,2.29,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8M15,柏瑞ESG量化債券基金-B人民幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,人民幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,5.02,0.09,0.71,-0.08,-0.01,1.95億(),2020/1/30,-0.83,1.28,-0.57,1.28,3.08,3.5,-4.17,2.37,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8M16,柏瑞全球策略量化債券基金-A人民幣累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,人民幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,4.66,0.15,0.68,0.31,0.03,0.34億(),2021/4/20,-0.28,1.98,-0.19,1.98,3.53,6.14,0.48,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8M17,柏瑞全球策略量化債券基金-B人民幣月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,人民幣,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,4.72,0.12,0.66,-0.03,0,0.51億(),2021/4/20,-0.62,1.63,-0.19,1.63,3.53,5.78,0.89,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8M18,柏瑞ESG量化多重資產基金A人民幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,4.97,0.1,0.49,0.41,0.04,0.63億(),2020/11/30,-1.47,-0.02,-0.89,-0.02,2.81,10.77,4.89,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M19,柏瑞ESG量化多重資產基金B人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,5.28,0.05,0.52,-0.32,-0.02,1.00億(),2020/11/30,-2.18,-0.74,-0.93,-0.74,2.77,9.96,5.11,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M20,柏瑞ESG量化全球股票收益基金A人幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.01,0,0.98,0.63,0.07,0.34億(),2021/9/24,-3.21,-2.87,-1.76,-2.87,0.63,18.22,12.39,,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
8M21,柏瑞ESG量化全球股票收益基金B人幣月配(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,10.11,-0.01,0.99,0.48,0.05,0.09億(),2021/9/24,-3.27,-2.93,-1.77,-2.93,0.62,18.01,12.75,,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
8M22,柏瑞趨勢動態多重資產基金-A人民幣累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,9.05,0.04,0.87,0.5,0.05,0.76億(),2022/1/18,-2.53,-1.97,-1.02,-1.97,2.2,10.86,7.5,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M23,柏瑞趨勢動態多重資產基金-B人民幣月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,9.18,0.03,0.89,0.12,0.01,0.96億(),2022/1/18,-2.89,-2.33,-1.01,-2.33,2.21,10.44,7.81,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M24,柏瑞ESG減碳全球股票基金A人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.48,-0.14,1.19,0.59,0.07,0.24億(),2022/12/30,-5.31,-5.53,-9.95,-5.53,-5.38,9.83,,,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
8M25,柏瑞利率對策多重資產基金A人累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,6.97,0.03,0.71,0.28,0.03,0.43億(),2023/6/21,-2.06,-1.26,-1.91,-1.26,1.76,,,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8M26,柏瑞利率對策多重資產基金B人配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.11,0.02,0.72,-0.09,-0.01,0.34億(),2023/6/21,-2.42,-1.62,-1.91,-1.62,1.76,,,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
8N01,柏瑞亞太非投資等級債券基金-A美金累積型,穩健型,美元,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.9,0.38,0.46,-0.26,-0.03,1.57億(),2015/11/5,0.05,1.71,0.31,1.71,6.49,12.84,13.14,0.51,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8N02,柏瑞亞太非投資等級債券基金-B美元月配現(本基金之配息來源可能為本金),穩健型,美元,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.2,0.28,0.64,-1.38,-0.07,3.15億(),2015/11/5,-1.07,0.55,0.22,0.55,6.38,11.53,12.8,0,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
8N03,柏瑞新興亞太策略債券基金-美元累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,4.23,0.3,0.59,0.16,0.02,0.79億(),2016/3/29,-0.1,1.85,-0.09,1.85,5.76,10.24,9.66,8.65,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8N04,柏瑞新興亞太策略債券基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,4.33,0.26,0.57,-0.36,-0.03,0.38億(),2016/5/10,-0.62,1.31,-0.11,1.31,5.74,9.65,9.58,8.52,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
8N06,柏瑞特別股息收益基金-B美元月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,5.1,-0.02,0.46,-0.54,-0.04,50.72億(),2017/1/23,-2.24,-1.08,-3.11,-1.08,1.31,9.37,6.17,30.58,此類型標的介於股債之間，收益率通常高於傳統債券；股利率也較普通股穩定且較易預期，長期表現相對穩健。
8N07,柏瑞特別股息收益基金-A美元累積(本基金並無保證收益及配息),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,4.79,0.02,0.42,0.16,0.02,12.54億(),2017/1/23,-1.55,-0.31,-2.98,-0.31,1.44,10.17,6.29,30.72,此類型標的介於股債之間，收益率通常高於傳統債券；股利率也較普通股穩定且較易預期，長期表現相對穩健。
